subject,n_components_percentage,n_components,epsilon,reconstruction_error_mse,reconstruction_error_mae,reconstruction_error_rmse,ssim,psnr,pca_time,projection_time,noise_addition_time,reconstruction_time
4,0.5,6,20.0,0.009349582530757088,0.039949044374761336,0.0890914650848962,0.7906033425450641,21.924366522356745,0.007060799980536103,0.00040940000326372683,1.1199997970834374e-05,4.6039995504543184e-05
4,0.5,6,40.0,0.009348799434085234,0.039799503468583644,0.08900057708754186,0.7909710955712526,21.939283565263548,0.007060799980536103,0.00040940000326372683,1.479999627918005e-05,6.965999491512776e-05
4,0.5,6,80.0,0.009343695352794196,0.039887765546440974,0.08903916099785283,0.7910302728726111,21.930360244230776,0.007060799980536103,0.00040940000326372683,1.4399993233382702e-05,4.6639994252473116e-05
4,0.5,6,160.0,0.00934960527504666,0.03985840457626168,0.08902258437007826,0.7911030003696277,21.93689549018053,0.007060799980536103,0.00040940000326372683,1.3300013961270452e-05,4.379999008961022e-05
5,0.5,6,0.001,1361.4048959460342,26.302508167464048,34.62858732404061,-0.0004505001906617275,-29.99055191193198,0.006853099999716505,0.0004751000087708235,4.400001489557326e-05,9.19200072530657e-05
5,0.5,6,0.01,31.56885239450694,3.3442469188959194,5.195390610018082,0.06172735915607924,-13.463724785823985,0.006853099999716505,0.0004751000087708235,1.0799994925037026e-05,4.169999738223851e-05
5,0.5,6,0.1,0.26171063167866115,0.3102168165090399,0.47891652927523387,0.472644133107495,6.9819169178679825,0.006853099999716505,0.0004751000087708235,1.6499980119988322e-05,5.312000284902751e-05
5,0.5,6,1.0,0.007087757475001351,0.051964305157238974,0.0791599908410132,0.7940004482531839,22.592296670115978,0.006853099999716505,0.0004751000087708235,7.199996616691351e-06,4.195999354124069e-05
5,0.5,6,5.0,0.005547513218980354,0.034554067004152596,0.06817785401604277,0.8050298821430364,24.980800483386272,0.006853099999716505,0.0004751000087708235,7.800001185387373e-06,4.206000012345612e-05
5,0.5,6,10.0,0.006009759982370533,0.03405558313138911,0.06987276399174239,0.7986760305098649,25.461265015848642,0.006853099999716505,0.0004751000087708235,9.899988071992993e-06,5.32599980942905e-05
5,0.5,6,20.0,0.0058811867130057855,0.033439062277401885,0.06887750325595704,0.8014828507036655,25.79540088194505,0.006853099999716505,0.0004751000087708235,1.920000067912042e-05,5.019999225623906e-05
5,0.5,6,40.0,0.0058714078773045835,0.033080423805502704,0.06865614619764515,0.8017146324408161,25.965906519041045,0.006853099999716505,0.0004751000087708235,9.200011845678091e-06,4.171999753452837e-05
5,0.5,6,80.0,0.005894826367426222,0.03288163892735422,0.06885996608510252,0.8007760717434991,25.938911632121865,0.006853099999716505,0.0004751000087708235,6.799993570894003e-06,4.128000000491738e-05
5,0.5,6,160.0,0.005860941990643489,0.03293391930495221,0.06866312669299304,0.8013888961997007,25.975135153475104,0.006853099999716505,0.0004751000087708235,1.09999964479357e-05,4.4899998465552925e-05
6,0.5,6,0.001,1199.9264118028143,21.560012406721754,34.33904011621256,0.005565418199661384,-30.628648223272457,0.0072469000006094575,0.0004131999739911407,1.5700003132224083e-05,4.6200008364394306e-05
6,0.5,6,0.01,18.121367740134225,2.669092049650412,4.13895070796339,0.037036775639134004,-12.08183889047017,0.0072469000006094575,0.0004131999739911407,1.1800002539530396e-05,4.290000651963055e-05
6,0.5,6,0.1,0.16553129721135101,0.27940596077115104,0.40363123170133547,0.2695343451459161,7.95394519743126,0.0072469000006094575,0.0004131999739911407,6.599992047995329e-06,6.120000034570694e-05
6,0.5,6,1.0,0.04464046235456624,0.11277102191681602,0.18067020666302963,0.5880428913054805,16.572774775382307,0.0072469000006094575,0.0004131999739911407,1.300001167692244e-05,4.333999822847545e-05
6,0.5,6,5.0,0.045757527146900505,0.09710188428770583,0.17321860911496045,0.6242761964345476,18.138350194844712,0.0072469000006094575,0.0004131999739911407,1.3299984857439995e-05,4.230000777170062e-05
6,0.5,6,10.0,0.0460661725244494,0.09600748247382866,0.17321630410020156,0.6297356617845582,18.243829689054117,0.0072469000006094575,0.0004131999739911407,1.3699987903237343e-05,4.2799999937415124e-05
6,0.5,6,20.0,0.04655423068660669,0.09619286792120325,0.17440980808594347,0.6263307538710807,18.21545547533692,0.0072469000006094575,0.0004131999739911407,6.89999433234334e-06,4.463999648578465e-05
6,0.5,6,40.0,0.04651816371293292,0.0960370805047756,0.17454937866702722,0.6260828398901637,18.2096762880735,0.0072469000006094575,0.0004131999739911407,6.799993570894003e-06,4.171999753452837e-05
6,0.5,6,80.0,0.046345944347383164,0.09576520575641352,0.1742412543513279,0.62683371082078,18.21271756962758,0.0072469000006094575,0.0004131999739911407,6.399990525096655e-06,4.159999662078917e-05
6,0.5,6,160.0,0.0464058163152368,0.09589232332098903,0.17438117729242672,0.6264310188892467,18.201789664751143,0.0072469000006094575,0.0004131999739911407,6.399990525096655e-06,4.222000134177506e-05
7,0.5,6,0.001,2440.711037313432,29.746448872792122,47.40047044314198,0.008861988967995931,-32.98293423496631,0.007079300004988909,0.00039739999920129776,1.759998849593103e-05,4.551999736577272e-05
7,0.5,6,0.01,35.140776280236885,3.8623886719495197,5.387792702424769,0.029086077291557634,-13.771658066379398,0.007079300004988909,0.00039739999920129776,8.600007276982069e-06,4.170000902377069e-05
7,0.5,6,0.1,0.3377796639484466,0.35906743792151286,0.5282361322528489,0.4264059449604577,6.36152511460542,0.007079300004988909,0.00039739999920129776,7.000024197623134e-06,5.1360006909817454e-05
7,0.5,6,1.0,0.028051131085090542,0.0880037416802196,0.15792698403666458,0.6646547474263762,16.56934366711728,0.007079300004988909,0.00039739999920129776,1.3599987141788006e-05,4.746000631712377e-05
7,0.5,6,5.0,0.02437221476325712,0.06702633903863894,0.14267074339342936,0.7085841474985689,17.92207677578255,0.007079300004988909,0.00039739999920129776,6.799993570894003e-06,4.07799961976707e-05
7,0.5,6,10.0,0.02454834960099984,0.06653896339539059,0.14316546336250796,0.7072625502125771,17.89320216965911,0.007079300004988909,0.00039739999920129776,6.399990525096655e-06,4.208000609651208e-05
7,0.5,6,20.0,0.024321516531974695,0.06660500209586621,0.14269788082963267,0.706276746432513,17.9066921229865,0.007079300004988909,0.00039739999920129776,7.700000423938036e-06,4.1660002898424865e-05
7,0.5,6,40.0,0.024602097528147605,0.06694190094090832,0.1432453882361357,0.7054780865660509,17.8958112405001,0.007079300004988909,0.00039739999920129776,9.99998883344233e-06,4.15199960116297e-05
7,0.5,6,80.0,0.02455782361057851,0.06673772467838997,0.1431326938005201,0.7056761040517682,17.901309068593566,0.007079300004988909,0.00039739999920129776,6.399990525096655e-06,4.175999783910811e-05
7,0.5,6,160.0,0.024578676371440143,0.06676485192552496,0.14313944008026674,0.7058020438355606,17.905198509195223,0.007079300004988909,0.00039739999920129776,6.599992047995329e-06,4.171999753452837e-05
8,0.5,6,0.001,2605.8898756319786,37.28652403567749,50.41537803970853,-8.797715113824426e-05,-33.928500075021134,0.006431100016925484,0.00039010000182315707,1.5999976312741637e-05,4.4680008431896565e-05
8,0.5,6,0.01,29.077283010250824,3.5143769687944073,4.988057815459648,0.011228439493974602,-12.93173073605559,0.006431100016925484,0.00039010000182315707,7.399998139590025e-06,4.16399969253689e-05
8,0.5,6,0.1,0.22817686561106845,0.3397048549916682,0.47364064093475877,0.23807823730612462,6.567969951941914,0.006431100016925484,0.00039010000182315707,7.199996616691351e-06,5.079999682493508e-05
8,0.5,6,1.0,0.05428989079418012,0.1204495655033599,0.2181654601359014,0.5267516147795741,14.367058601921803,0.006431100016925484,0.00039010000182315707,8.800008799880743e-06,4.090000293217599e-05
8,0.5,6,5.0,0.05583582756958914,0.11391133592653277,0.21348701717061433,0.52353244697943,16.72014633775957,0.006431100016925484,0.00039010000182315707,6.799993570894003e-06,4.1099992813542485e-05
8,0.5,6,10.0,0.055731890959591815,0.11208515126112147,0.21355250349859117,0.5239485439963523,16.60096030339094,0.006431100016925484,0.00039010000182315707,6.600021151825786e-06,4.128000000491738e-05
8,0.5,6,20.0,0.05593397681513594,0.11199797127167321,0.2133663003527105,0.5236480796961194,16.977209858412493,0.006431100016925484,0.00039010000182315707,6.299989763647318e-06,4.093999741598964e-05
8,0.5,6,40.0,0.05583223273559414,0.11177461586105467,0.21315537319255912,0.5242948724567973,16.99008674579513,0.006431100016925484,0.00039010000182315707,7.000024197623134e-06,4.121999954804778e-05
8,0.5,6,80.0,0.055977780738308835,0.11201877604512792,0.213386268657132,0.5235652445198596,17.01559786310475,0.006431100016925484,0.00039010000182315707,6.499991286545992e-06,4.130000597797334e-05
